Date,Startup,type,SubVertical,city,Investors Name,investment type,Amount cr
,ENTROPIK,IT,Software-As-A-Service Platform,Bengaluru,"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others",Seed/ Angel Funding,15.4
,BITLA SOFTWARE,Technology,Travel-Focused Tech Startup,Bengaluru,MakeMyTrip,Private Equity,0.0
,THECAPITALNET,Fin-Tech,Unified Global Investments Ecosystem,Hyderabad,Lindwall Family Investments LLC (LFI),Private Equity,7.0
,SHUTTL,Consumer Internet,Bus Aggregation Platform,Gurugram,Amazon Alexa Fund & Dentsu Ventures,Private Equity,154.0
,CURE FIT,Consumer Internet,Health and fitness Platform,Bengaluru,"IDG Ventures, Accel Partners, Kalaari Capital and Others",Private Equity,1680.0
,FIVE STAR GROUP,Fin-Tech,Non-Bank Lending Platform For SME,Chennai,"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners",Private Equity,1400.0
,HEALTHSIGNZ,Healthcare,Health and Well being Platform,Hyderabad,Kantilal Patel,Seed/ Angel Funding,70.0
2018-01-06,COINTRIBE,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurugram,"Sabre Partners, Puneet Dalmia & Others",Private Equity,140.0
2018-04-06,DIGICONECTT,Technology,Sales Analytics and Enablement Platform,Bengaluru,Aspire Logistics LLC,Seed/ Angel Funding,1.75
2018-04-06,KASHMIR BOX,E-Commerce,"Online Marketplace For Handicrafts, Handlooms And Local Produce",Srinagar,"Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem",Seed/ Angel Funding,0.0
2018-05-06,CROWDERA,Finance,Online Crowdfunding Platform,Nagpur,"Anil Advani, Pramod Jain, Amrendra Reddy and Manish Satnaliwala.",Seed/ Angel Funding,0.0
2018-05-06,ZOCTR,Healthcare,Online Healthcare Aggregator,Mumbai,NB Ventures and Others,Seed/ Angel Funding,0.0
2018-07-06,ANNAPURNA FINANCE,Finance,Non-Banking Financial Company,Bhubneswar,Oman India Joint Investment Fund (OIJIF),Private Equity,322.0
2018-07-06,MEESHO,Consumer Internet,Online Marketplace For Resellers,Bengaluru,"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway",Private Equity,161.0
2018-10-06,AYEFINANCE,Finance,Online Lending Platform,Gurugram,"CapitalG, SAIF Partners and LGT Impact Ventures",Private Equity,301.0
2018-11-06,THERANOSIS,Healthcare,Specialised diagnostics Platform,Hyderabad,Mumbai Angels Network,Seed/ Angel Funding,0.0
2018-12-06,ALPHA CAPITAL,Finance,Supplychain Finance,Mumbai,Alpha Capital,Private Equity,207.2
2018-12-06,ESHAKTI,E-Commerce,Fashion e-tailer,Chennai,Paragon Partners,Private Equity,141.4
2018-12-06,DAILY NINJA,Consumer Internet,Hyperlocal Delivery Platform,Bengaluru,Saama Capital and Sequoia Capital,Seed/ Angel Funding,42.0
,NIROGSTREET,Healthcare,An Online Platform That Connects Ayurveda Doctors With Patients,Gurugram,"Spiral Ventures, Subho Ray and Samir Kumar",Seed/ Angel Funding,4.2
,NIVESH,Finance,Mass Market Mutual Fund Investment Platform,Noida,"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George",Seed/ Angel Funding,6.3
,WHATS UP LIFE,Consumer Internet,"A Local Discovery App For Dining-Out, Party, Leisure and Events",Gurugram,Rannvijay Singha,Seed/ Angel Funding,0.0
,HOMELANE,Consumer Internet,Online Home Furnishing Solutions,Bengaluru,Brand Capital,Seed/ Angel Funding,48.3
,NETWORK INTELLIGENCE,Technology,Cybersecurity Specialist,Mumbai,Helix Investments,Private Equity,67.2
,TYNOR OTHONTICS,Healthcare,Prosthetics Manufacturers,Chandigarh,Lighthouse Funds & Thuasne Participations,Private Equity,294.0
,ELUCIDATA,IT,Data Analytics (SaaS),Delhi & Cambridge,Hyperplane Venture Capital and several angel investors,Seed/ Angel Funding,23.8
,CHRYSALIS,Ed-Tech,Education Services Provider,Pune,Menterra Venture & Artha Initiatives,Seed/ Angel Funding,0.0
,RENTSHER,Consumer Internet,Online Rental Marketplace,Bengaluru,"Shorooq Investments, LetsVenture & Others",Seed/ Angel Funding,15.4
,DRIP CAPITAL,Finance,Trade Finance Firm,Mumbai,"Accel Partners, Sequoia India, Y Combinator and others.",Private Equity,210.0
,WICKEDRIDE,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bengaluru,"Sequoia Capital, Accel Partners & Raghunandan Gangappa",Private Equity,127.4
,POLICYBAZAAR,Consumer Internet,Online Insurance Selling Platform,Gurugram,SoftBank Vision Fund & Info Edge (India) Ltd,Private Equity,2800.0
,HIPBAR,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bengaluru,Diageo India,Private Equity,56.0
,SQQRL,Finance,App-based investment platform,Gurugram,Equanimity Venture Fund,Seed/ Angel Funding,14.0
,PAYTM,Technology,Digital Payment Platform,Noida,One 97 Communications,Private Equity,125.3
,SIGTUPLE,Healthcare,Data Driven Intelligence Solutions Platform,Bengaluru,"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal",Private Equity,266.0
,WOW EXPRESS,Technology,E-commerce Logistics Platform,Mumbai,Undisclosed Existing Investors As Well As The Tamarind Family Trust,Private Equity,63.0
,FRONT DESK AI,Technology,An AI Platform Offering Automated Customer Service Software,Bengaluru,Speciale Invest & Others,Seed/ Angel Funding,15.4
,EDUREKA,Ed-Tech,Online Education Platform,Bengaluru,Leo Capital,Seed/ Angel Funding,28.0
,NUMEROSEVEN,Technology,An Artificial Intelligence-Based Recruitment Platform,Kolkatta,Shiva Gunapu & Others,Seed/ Angel Funding,0.0
2018-02-05,OPENTAP,Finance,Online Lending Platform,Chennai,Unknown High Net-Worth Individuals,Seed / Angel Funding,6.3
2018-02-05,BIZONGO,Consumer Internet,Aggregator For Packaging Material,Mumbai,"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures",Private Equity,308.0
2018-03-05,DISPRZ,IT,SaaS,Chennai,"IL&FS Private Equity, Kae Capital & Others",Seed / Angel Funding,35.0
2018-09-05,I3SYSYTEMS,Technology,AI product company For Health and Life Insurane Companies,Mumbai,"Unitus Ventures, Behram Vakil and Jerxis Vandrevala",Seed / Angel Funding,14.0
2018-11-05,EARTH FOOD,Consumer Internet,Agri-tech,Pune,Rairah Corporation,Seed / Angel Funding,13.286
,NYKAA,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,336.0
,MFINE,Healthcare,Doctor-Consultation App,Bengaluru,"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal",Private Equity,58.8
,ROCKETIUM,Technology,Online Video Creation Platform,Bengaluru,Blume ventures,Seed/ Angel Funding,4.2
,MILKBASKET,Technology,Micro-Delivery Grocery Startup,Gurugram,"Kalaari Capital, Unilever Ventures and Blume Ventures",Private Equity,98.0
,VOLA,Finance,Micro Lending Platform,Bengaluru,Credika and unnamed angel investors,Seed/ Angel Funding,7.0
,CASHKUMAR,Consumer Internet,P2P Lending Platform,Bengaluru,LetsVenture,Seed/ Angel Funding,10.29
,EDYOO,E-Commerce,Products For Shoolgoing Children,Bengaluru,RS Shanbag,Seed/ Angel Funding,10.29
,AASHIYAAN,Finance,Housing Finance For Low-Income Families,Kolkata,"Insistor, Oikocredit",Seed/ Angel Funding,28.0
,SMARTIVITY,Ed-tech,Designer Of Toys and Learning Projects For Kids,Delhi,"Ashish Kacholi, S Chand Group",Seed/ Angel Funding,28.0
,BONPHULAPL,Clean-tech,Oxygen Optimiser Manufacturer,Delhi,Atul Gupta and Saurabh Rastogi,Seed/ Angel Funding,4.102
,ACKO,Consumer Internet,Online Insurance Platform,Mumbai,"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy.",Seed/ Angel Funding,168.0
,HWELL24,Healthcare,Home Healthcare Aggregator,Mumbai,"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd",Seed/ Angel Funding,2.8
,TOFFEE,Consumer Internet,Online Insurance Platform,Gurugram,"Kalaari Capital, Omidyar Network and Accion Venture Labs",Seed/ Angel Funding,21.0
,TONETAG,Technology,Mobile Payments Technology Platform,Bengaluru,Amazon Inc. and Mastercard,Private Equity,112.0
,EVENTS HIGH,Consumer Internet,Events and Activities Discovery Platform,Bengaluru,Treebo,Private Equity,0.0
,STELLAPS,Technology,Iot Application Platform In Agriculture,Bengaluru,"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT",Private Equity,196.0
,CREDRIGHT,Consumer Internet,Lending Platform For SMEs,Hyderabad,"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors",Seed/ Angel Funding,18.2
2018-02-04,FITTERNITY,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office.",Private Equity,28.0
2018-02-04,SYNCTAG,Technology,Social Media Anlaytics Platform,Coimbatore,Subhkam Ventures and Mohit Khadaria,Seed / Angel Funding,4.3064
2018-02-04,BENEPIK,Technology,Enhanced Employee Engagement Platform,Gurugram,"Vishal Bali, Yogesh Misra, Thomas Assessments and others",Seed / Angel Funding,0.0
2018-04-04,VARTHANA,Finance,Loans and Services To Affordable Private Schools in India,Bengaluru,"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round",Private Equity,770.0
2018-05-04,INDIGOLEARN,Ed-Tech,Online Education Platform,Hyderabad,"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels",Seed / Angel Funding,2.1
2018-05-04,VEDANTU,Ed-Tech,Interactive Online Tutoring Platform,Bangalore,"Accel Partners, Tiger Global And Others",Private Equity,140.0
2018-09-04,KALEIDOFIN,Fiinance,Digital Financial Services Platform,Chennai,Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,Seed / Angel Funding,39.2
2018-09-04,PIPABELLA,Consumer Internet,Fashion Accessories Etailer,Mumbai,Fireside Ventures,Seed / Angel Funding,14.0
2018-09-04,ELEMENTIAL,Technology,Blockchain Platform,Mumbai,"Matrix Partner, Amrish Rau, Investopad, Digital Currency Group, Hinduja Group, Lightspeed India, Eight Innovate, Amit Ranjan, Prashant Malik and others",Seed / Angel Funding,0.0
2018-10-04,LOANZEN,Finance,Digital Lending Platform In Logistics,Bengaluru,Kae Capital Management,Seed / Angel Funding,0.0
2018-10-04,TRAVELTRIANGLE,Consumer Internet,Online Travel Marketplace,Gurugram,"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others",Private Equity,168.0
2018-12-04,LETSMD,Healthcare,Platform To Discover Healthcare Financing Options,Delhi,"SRI Capital, Waterbridge Ventures and ThinKuvate",Seed / Angel Funding,14.0
2018-12-04,AYEFINANCE,Finance,Online Lending Platform,Gurugram,"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow",Debt Funding,64.4
,MINTIFI,Finance,Online Lending Platform,Mumbai,Lok Capital,Seed / Angel Funding,28.0
,ICANSTAY,Consumer Internet,Online Platform For Luxury Hotel Stay For Business Travelers,Delhi,Mr. Manoj Prasad,Seed / Angel Funding,7.0
,PREGBUDDY,Healthcare,Connected Care App For Pregnant Women,Bengaluru,"Rajan Anandan, Madhusudhan Kannan, Jayant Kadambi, Puneet Gupta and Pradeep K Jaisingh",Seed / Angel Funding,0.0
,COVERFOX,Consumer Internet,Online Insurance Aggregator,Mumbai,"International Finance Corporation, Transamerica and others.",Private Equity,308.0
,LENSKART,Consumer Internet,Online Eyewear Retailer,Faridabad,TR Capital,Private Equity,0.0
,MAMAEARTH,Healthcare,Online Baby care Products,Gurugram,Shilpa Shetty Kundra,Private Equity,0.0
,FYLE TECHNOLOGIES,Technology,AI Based Expense Management Platform,Bengaluru,Pravega Ventures and Beenext,Seed / Angel Funding,15.4
,TRUE BALANCE,Technology,Mobile Balance Checking App,Gurugram,"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment",Private Equity,322.0
,VISIT,Healthcare,AI Driven Health tech Platform,Delhi,"Biz Stone, Kunal Bahl, Rohit Bansal, Alagu Periyannan and Karthee Madasamy",Private Equity,0.0
,DOXPER,Healthcare,Digitized Health-Tech Solutions For Practitioners,Mumbai,Vidal Healthcare,Seed / Angel Funding,26.6
,NYKAA,Consumer Internet,Beauty e-tailer,Mumbai,"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others",Private Equity,154.0
,CAPITAL FLOAT,Finance,Online Lending Platform,Bengaluru,Amazon,Private Equity,308.0
,TRIP SHELF,Consumer Internet,Online Travel Marketplace,Delhi,"GEMS Advisory, Alok Mittal and Sachin Bhatia",Seed / Angel Funding,3.444
,POPXO,Technology,Women Focussed Digital Media Platform,Delhi,"Neoplux, OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media",Private Equity,77.0
,RAILYATRI,Consumer Internet,Online Travel Ticketing Platform,Noida,"Omidyar Network, Nandan Nilekani, Blume Ventures, Helion Venture Partners",Private Equity,0.0
,1MG,Consumer Internet,Online Pharmacy Store,Gurugram,"Sequoia Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd",Private Equity,140.0
,RUBIQUE,Consumer Internet,Online Lending MarketPlace,Mumbai,"Emery Capital, Blacksoil and Kalaari Capital",Private Equity,0.0
,SAMCO,Consumer Internet,Online Stock Broker,Mumbai,Bay Capital Investments and Others,Private Equity,105.0
,MYLOANCARE,Finance,B2C Online Loans Marketplace,Gurgaon,SAR Group,Seed / Angel Funding,13.692
2018-01-03,PHARMEASY,Consumer Internet,Online Pharmacy Store,Mumbai,"Bessemer Venture Partners and Orios Venture Partners, JM Financials and MEMG",Private Equity,0.0
2018-01-03,BUDDY4STUDDY,Consumer Internet,Online Scholarship Portal,Noida,CBA Capital and others,Private Equity,42.0
2018-01-03,URBAN LADDER,E-Commerce,Online Furniture Store,Bengaluru,"Sequoia Capital, SAIF Partners and Kalaari capital",Private Equity,168.0
2018-03-03,KUVERA,Consumer Internet,Online Financial Planning,Bengaluru,"Baskar Subramanian, Saket Kumar, Gaurav Suri and Ankit Kesarwani",Seed / Angel Funding,3.5
2018-04-03,GRAMOPHONE,Technology,Agri-tech,Indore,InfoEdge,Seed/Angel Funding,14.0
2018-05-03,WELLTHY,Healthcare,Therapeutics,Mumbai,"Ranjan Pai, Apoorva Patni, Beenext Ventures,GrowX Ventures",Private Equity,29.4
2018-05-03,MEDGENOME,Healthcare,"Genetic Screening, DNA Diagnostics Labs & Research Centers",Bengaluru,"HDFC Life, HDFC Asset Management",Private Equity,140.0
2018-05-03,FINOVA CAPITAL,Consumer Internet,Online Lending,Jaipur,Sequoia Capital,Private Equity,84.0
2018-05-03,HOTELOGIX,Technology,Cloud based Online Hotel Management Software,Noida,"Vertex Ventures, Accel Partners and Saama Capital",Private Equity,70.0
2018-04-03,LIVEHEALTH,Consumer Internet,Health Service Aggregator Platform,Pune,Nexus Venture Partners,Seed / Angel Funding,15.4
2018-06-03,AD2PRO,Technology,"Creative Design, Brand, Media and Technology Platform Solutions",Chennai,Avendus Finance Pvt. Ltd,Debt Funding,135.8
2018-06-03,COVERFOX,Consumer Internet,Online Insurance Aggregator,Mumbai,Aegon NV,Private Equity,106.4
2018-08-03,PEPPERFRY,Consumer Internet,Online Furniture Shopping Store,Mumbai,State Street Global Advisors,Private Equity,537.6
2018-08-03,MAGICPIN,Consumer Internet,Hyperlocal Discovery,Gurugram,Trifecta Capital,Debt Funding,14.0
2018-12-03,HEALTHCARE,Consumer Internet,Healthcare Aggregator,Mumbai,HR Fund,Seed / Angel Funding,14.0
,PINELABS,Technology,Digital Payment Platform,Mumbai,"Actis, Altimeter Capital",Private Equity,1148.0
,STUMAGZ,Consumer Internet,Online Communication and Collaboration Platform For Educational Institutions,Hyderabad,"Venkat Subramanian, Sudhakar Pennam, and other tech investors from Silicon Valley",Seed / Angel Funding,0.0
,AVAILFINANCE,Consumer Internet,Online Lending Platform,Bengaluru,"Matrix Partners, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Kunal Shah and Manish Patel.",Private Equity,240.8
,GROFERS,Consumer Internet,Online Grocery Shop,Gurugram,"SoftBank, Tiger Global and Apoletto Managers.",Private Equity,868.0
,FINGERLIX,Consumer Internet,Ready To cook Food Solution,Mumbai,Alteria Capital,Debt Funding,18.34
,KARMA HEALTHCARE,Healthcare,Technology enabled equitable healthcare for India,Udaipur,"1Crowd, Ankur Capital",Seed / Angel Funding,7.0
,ZAPPFRESH,Food & Beverages,Online Raw Meat E-tailer,Gurugram,"Amit Burman, SIDBI Venture Capital",Seed / Angel Funding,42.0
,CUSTOMERSUCESSBOX,Technology,Customer Success Software for B2B SaaS,Gurugram,"Pi Ventures, Axilor Ventures",Seed / Angel Funding,14.0
,GIGINDIA,Consumer Internet,Micro Jobs Provider For Students,Pune,"Jessica Wong, Hiro Mashita, Xue Manzi and Yiyun Zhang.",Seed / Angel Funding,0.0
,CHARGEBEE,Technology,Subscription Billing & Recurring Payments Software,Chennai,"Insight Venture Partners, Accel Partners and Tiger Global Management.",Private Equity,252.0
,I2I FUNDING,Consumer Internet,Online loan platform,Noida,SucSEED Venture Partners,Seed / Angel Funding,10.752
,SLANG LABS,Technology,Voice-based assistant platform,Bengaluru,Endiya Partners,Seed / Angel Funding,17.36
,URBANPIPER,Technology,Online ordering solution for restaurants and food chains,Bengaluru,"Kumar Vembu, Axilor Ventures",Seed / Angel Funding,0.0
,CASH SUVIDHA,Consumer Internet,Online loan platform,Delhi,"Initia Holdings,Vipin Agarwal and others.",Seed / Angel Funding,14.0
,SMARTCOIN,Finance,Micro lending company,Bengaluru,"Accion Venture Lab, Unicorn India Ventures and ISME ACE.",Seed / Angel Funding,28.0
,THE PRINT,Media,News portal,Delhi,Ratan Tata,Seed / Angel Funding,7.49
,DRIVEU,Technology,Professional Car Drivers Hiring App,Bengaluru,Amit Singhal and Unitus Seed Fund,Private Equity,42.0
,FYND,Consumer Internet,O2O fashion ecommerce platform,Mumbai,"Google, Kae Capital, IIFL, Singularity Ventures, GrowX, Tracxn Labs, Venture Catalyst, Patni family office and Axis Capital.",Seed / Angel Funding,0.0
2018-01-02,BIGBASKET,Consumer Internet,Online Grocery & Food Store,Bengaluru,"Alibaba, Helion Venture Partners, Bessemer Venture Partners, Ascent Capital",Private Equity,4200.0
2018-01-02,ZOMATO,Food and Beverages,Food Ordering and Restaurant Discovery,Gurugram,Ant Financials,Private Equity,2800.0
2018-05-02,PRATILIPI,Publishing,E-Publishing,Bengaluru,Omidyar Network,Private Equity,60.2
2018-05-02,ASIA INSTITUTE OF MEDICAL SCIENCE,Healthcare,Super-specialty Hospital,Faridabad,CDC Group Plc,Private Equity,294.0
2018-05-02,COLLEGEDEKHO,Consumer Internet,Online platform for Higher Education Services,Gurugram,"Man Capital LLP, Girnar Software, Others",Private Equity,28.0
2018-06-02,FOODMEMORIES,Consumer Internet,Online Food Marketplace,Ahemdabad,"Bhavesh Manglani, Suraj Saharan, Darshan Upadhyay, Sanjay Notani & Others",Seed funding,0.0
2018-06-02,HEALTHI,Healthcare,Preventive Health Checkup,Bengaluru,Montane Ventures,Private Equity,43.4
2018-07-02,SWIGGY,Food and Beverages,Online Food Delivery,Bengaluru,Naspers,Private Equity,1400.0
2018-08-02,SHAPE,Healthcare,"Online Portal for Diet,fitness and Beauty",Pune,Sandeep Mathur,Seed / Angle Funding,1400.0
2018-08-02,ICERTIS,Consumer Internet,Enterprise Contract Management Platform,Pune,Meritech Capital Partners,Private Equity,700.0
2018-09-02,HEALTHIFYME,Healthcare,Mobile Weight Loss Coach,Bengaluru,Sistema Asia Fund,Private Equity,168.0
2018-09-02,MEDTEL,Healthcare,Virtual health clinics,Bhubaneswar,British and Indian Governments,Private Equity,0.0
2018-09-02,RUPEEK,Consumer Internet,Online Gold Loan,Bengaluru,"Accel Partners, Sequoia Capital",Private Equity,95.62
2018-09-02,WEBENGAGE,Technology,Marketing Cloud for consumer businesses,Mumbai,Social Capital,Private Equity,0.0
2018-12-02,LENDINGKART,Finance,Online Lending Platform,Bengaluru,Fullerton Financial Holdings Pte Ltd & Others,Private Equity,1218.0
2018-12-02,WYDR,Consumer Internet,B2B Marketplace,Gurugram,"Bessemer Venture Partners, Stellaris Venture Partners, Axis Capital, Singapore, Jungle Venture Partners",Private Equity,0.0
2018-12-02,CASHIFY,E-Commerce,Online Selling,Gurugram,Trifecta Capital,Debt Funding,13.091246
